id,destination_name,city,state_region,country,category,description,best_time_to_visit,average_budget,safety_score,popularity_score,latitude,longitude,image_url
2afb23be-b1cc-4a8d-ac21-330439e498aa,Varkala (4),Varkala,Kerala,India,beach,Stunning coastal destination with golden sands and azure waters.,Nov-Feb,22460,7.3,9.8,8.7307,76.7659,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
216d5830-3b9e-4afc-9a98-22c584490251,Wayanad (4),Wayanad,Kerala,India,nature,Pristine natural destination with lush landscapes and wildlife.,Nov-Feb,15649,6.7,9.2,11.7231,76.0913,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
31c4dc8f-3c3b-482a-8a97-b37b04597c9a,Bangalore (4),Bangalore,Karnataka,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,18204,5.8,8.2,12.9865,77.5498,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2e2a4008-ea6b-4d8f-908a-a28e2e947dfd,Mysore (4),Mysore,Karnataka,India,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,17894,8.3,6.1,12.3113,76.6598,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
e6ce87e1-5abc-4abc-af0a-7a01ddb05ec0,Coorg (4),Coorg,Karnataka,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Oct-Mar,8496,7.4,5.6,12.397,75.7562,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
c6e34b9d-2820-4fdf-936c-fd2a97e1cc2e,Hampi (4),Hampi,Karnataka,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,6132,8.3,8.9,15.3838,76.4522,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
c4188b34-66fb-4216-8b75-09ae1aa43fc3,Gokarna (4),Gokarna,Karnataka,India,beach,Stunning coastal destination with golden sands and azure waters.,Nov-Feb,23653,5.8,6.8,14.571,74.279,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
afab4925-16a4-405c-b272-14a24c09fb52,Chikmagalur (4),Chikmagalur,Karnataka,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,11022,9.0,5.7,13.3434,75.7973,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
45f31d1c-b0db-4300-8ebb-5b408a954b07,Chennai (4),Chennai,Tamil Nadu,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,31023,9.5,5.7,13.0858,80.2215,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
6c98ec28-50c4-4b29-b7d2-f24815952a4d,Ooty (4),Ooty,Tamil Nadu,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,12210,6.9,6.0,11.4312,76.7352,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
946c3dd7-e143-40ab-9dc2-f96d4d183e5d,Kodaikanal (4),Kodaikanal,Tamil Nadu,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,16248,7.3,6.0,10.2778,77.4532,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
17dafbb3-d2aa-4dc7-9738-d9cea9d51e7a,Mahabalipuram (4),Mahabalipuram,Tamil Nadu,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,15659,8.4,6.7,12.6091,80.2219,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
51b0170d-0a65-4545-af6b-acb80498e5ab,Rameswaram (4),Rameswaram,Tamil Nadu,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,7537,8.1,6.2,9.2977,79.335,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
ac7ba4bb-d9aa-45cf-a1b9-95d1b0f1f9af,Madurai (4),Madurai,Tamil Nadu,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,14312,5.6,9.1,9.9628,78.0903,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
c2aed28f-3981-444f-a5a5-847a237d2e96,Mumbai (4),Mumbai,Maharashtra,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,26696,6.3,6.9,19.0906,72.9061,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
30f45386-0911-48fe-b630-d7e66fb56b14,Pune (4),Pune,Maharashtra,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,26216,7.0,6.2,18.5342,73.8138,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
d13683ad-8549-494e-803b-9fee09a707cf,Aurangabad (4),Aurangabad,Maharashtra,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,11916,9.2,5.6,19.9123,75.3501,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
c8bd27fd-6cc3-4c91-84dd-d18f9f62a7db,Lonavala (4),Lonavala,Maharashtra,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,13951,8.2,8.7,18.8011,73.4361,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
f92dd20f-59c9-431e-89b6-6f5edc5e122c,Mahabaleshwar (4),Mahabaleshwar,Maharashtra,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Oct-Mar,14623,5.8,6.3,17.8775,73.6146,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
e568f870-b5ef-4055-91ee-80c80f95c3e6,Nasik (4),Nasik,Maharashtra,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,11300,6.6,8.4,20.0242,73.7822,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
d3aa49e5-936d-4102-9bb1-a7af6ab93116,Agra (4),Agra,Uttar Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,7350,8.1,7.6,27.142,77.9665,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
2a22972a-88fc-4cc0-86c0-561c41609564,Varanasi (4),Varanasi,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,11377,9.2,9.7,25.2831,82.9566,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
086c5c83-fc24-46c8-ae6a-3c88616d5bf0,Lucknow (4),Lucknow,Uttar Pradesh,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,30784,8.6,8.1,26.861,80.9272,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
8ec96604-0495-4eb0-91dd-c9956642a35f,Mathura (4),Mathura,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,14959,9.3,6.1,27.4668,77.7162,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
d74a596b-24da-409a-9b0f-8797937b080f,Vrindavan (4),Vrindavan,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,10428,7.9,5.3,27.5878,77.72,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
ceec9d0b-b0df-42d9-b156-5b1582f4e336,Ayodhya (4),Ayodhya,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,4956,5.6,5.7,26.7433,82.1994,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
e71c3977-7773-46ce-95cb-cab9a831b3ef,Ahmedabad (4),Ahmedabad,Gujarat,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,27137,7.6,8.9,22.9984,72.5586,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
7b86a244-9382-4842-9bf7-3148dfa631d7,Rann of Kutch (4),Rann of Kutch,Gujarat,India,desert,Vast desert with golden dunes and starry nights.,Apr-Jun,18008,9.0,8.7,23.6866,70.8329,https://images.unsplash.com/photo-1509316785289-025f5b846b35?w=800
856aacc4-8b1f-48f0-b335-e5b88bdb511a,Somnath (4),Somnath,Gujarat,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,11582,5.8,8.4,20.9083,70.3419,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
54d4f81c-e5a0-4814-9c85-d45112bc51d4,Dwarka (4),Dwarka,Gujarat,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,11368,6.9,7.4,22.2509,68.9553,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
c6bdd472-aee0-41d1-8b09-23023abc9458,Rishikesh (4),Rishikesh,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,4685,9.1,8.2,30.0484,78.2917,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
860d60a0-59ec-4aaf-bc28-876d3f0bc0d7,Haridwar (4),Haridwar,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,3721,8.9,5.1,29.9003,78.1506,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
dde87188-83eb-4c60-9bdd-c24a45653238,Nainital (4),Nainital,Uttarakhand,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,7932,9.2,9.1,29.3856,79.505,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
98ed88d1-3019-4d06-9ba3-be7bfec38622,Mussoorie (4),Mussoorie,Uttarakhand,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Jul-Sep,8678,6.8,7.0,30.4818,78.0435,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
6e51ede2-4f85-413d-b6c5-4c4793e045b8,Jim Corbett (4),Jim Corbett,Uttarakhand,India,national_park,Protected wildlife sanctuary with diverse fauna.,Oct-Mar,14364,7.0,7.4,29.5702,78.7426,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
6ef6080d-d18d-45e6-bca4-45599d361128,Auli (4),Auli,Uttarakhand,India,ski_resort,Premier ski destination with world-class slopes.,Year-round,13504,9.3,5.3,30.5208,79.5432,https://images.unsplash.com/photo-1467809941588-68d5c9e3c9fd?w=800
0e0a3dd1-289d-46c5-b0a9-caf41bfd288e,Kedarnath (4),Kedarnath,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,8362,5.8,7.2,30.7221,79.0461,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
82c7404e-eb15-486d-a6bc-3779957ec5d1,Badrinath (4),Badrinath,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,13202,6.5,6.8,30.7905,79.5436,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
dacc74ea-5861-4f38-8ec2-88ff95224d64,Khajuraho (4),Khajuraho,Madhya Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Nov-Feb,18000,9.1,8.7,24.8063,79.8705,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
454c95ce-8288-43a8-8cbd-28fd480880d0,Bhopal (4),Bhopal,Madhya Pradesh,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,10783,6.4,6.7,23.2939,77.4503,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
e09ab2d7-1bf4-42fc-a2ce-3655f6d3ff52,Bandhavgarh (4),Bandhavgarh,Madhya Pradesh,India,national_park,Protected wildlife sanctuary with diverse fauna.,Apr-Jun,5023,8.5,6.8,23.7461,81.0155,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
13246a4c-e80b-42ed-92bf-ac7d4e307a92,Orchha (4),Orchha,Madhya Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Nov-Feb,14680,9.4,7.0,25.398,78.6885,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
cde0aa34-da57-47af-a6e6-dfa7b4fe907e,Panchmarhi (4),Panchmarhi,Madhya Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,16659,6.6,5.2,22.4407,78.4698,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
639f28d7-abb3-4a65-8605-29a1cf55fbdf,Kolkata (4),Kolkata,West Bengal,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,32965,9.1,7.2,22.5974,88.372,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
3ea3d466-095b-4331-8f62-06a117a33182,Darjeeling (4),Darjeeling,West Bengal,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,7187,8.0,6.9,27.0452,88.2189,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
ff9c4629-6642-4930-b740-8bae3030ab03,Sundarbans (4),Sundarbans,West Bengal,India,national_park,Protected wildlife sanctuary with diverse fauna.,Nov-Feb,8879,6.7,9.1,21.9923,88.8878,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
0fb3ec38-8414-410e-8d05-8968763529e9,Puri (4),Puri,Odisha,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,8211,7.3,6.1,19.8579,85.7948,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
923382af-2092-4c9b-868c-59665d803ea0,Bhubaneswar (4),Bhubaneswar,Odisha,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,7785,6.1,5.8,20.2927,85.8152,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
e06f7e9b-12a5-45fa-8e82-e5dee9377c1b,Konark (4),Konark,Odisha,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,11870,9.4,6.0,19.8684,86.071,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
e0dc8d25-7f14-4f8e-ad55-04ecfec2ec7e,Hyderabad (4),Hyderabad,Telangana,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,12962,6.1,8.3,17.4176,78.5064,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2f72751d-97e5-4a3e-9587-310c62e11734,Tirupati (4),Tirupati,Andhra Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,6522,8.8,6.6,13.5879,79.394,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
dc244ae6-90a8-4cc0-bb87-52b92b2df495,Visakhapatnam (4),Visakhapatnam,Andhra Pradesh,India,beach,Stunning coastal destination with golden sands and azure waters.,Apr-Jun,20984,7.6,8.3,17.6628,83.2676,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
46e3bb7b-18bf-4745-92a8-80d906000bd7,Guwahati (4),Guwahati,Assam,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,23251,8.9,7.7,26.1495,91.6957,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
df6165a1-1791-420b-9e0d-7f41ad057df9,Kaziranga (4),Kaziranga,Assam,India,national_park,Protected wildlife sanctuary with diverse fauna.,Oct-Mar,18171,8.7,5.6,26.5337,93.1992,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
12d66203-602b-4ed4-89e2-aed3ddd2cae6,Shillong (4),Shillong,Meghalaya,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,7141,6.3,6.9,25.5974,91.9371,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
cb309227-2329-45a3-82a3-7eea73cc5957,Cherrapunji (4),Cherrapunji,Meghalaya,India,nature,Pristine natural destination with lush landscapes and wildlife.,Oct-Mar,14540,7.8,9.4,25.2422,91.7835,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
091c5178-1515-47b2-a746-643ae7dd13a0,Gangtok (4),Gangtok,Sikkim,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,19786,8.1,8.9,27.2906,88.6485,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
8c992c2d-8360-4539-a734-0fae76e8828c,Leh (4),Leh,Ladakh,India,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Apr-Jun,12014,5.7,7.2,34.1194,77.5845,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
e52599d4-d242-4df8-b532-ae3dba40f713,Srinagar (4),Srinagar,Jammu and Kashmir,India,nature,Pristine natural destination with lush landscapes and wildlife.,Jul-Sep,13128,5.6,8.3,34.051,74.7688,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
cb5ff445-bebf-48d2-bb23-4f188dce108f,Amritsar (4),Amritsar,Punjab,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,7505,6.6,9.2,31.5875,74.8842,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
ae75b53b-a090-4609-9733-de18a2f9a703,Chandigarh (4),Chandigarh,Punjab,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,31210,6.7,7.0,30.7384,76.7355,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
79b49b76-e868-4a63-b75c-517b8fe45334,Port Blair (4),Port Blair,Andaman,India,island,Tropical island paradise with turquoise waters.,Apr-Jun,40101,6.0,6.0,11.6619,92.7291,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
d3da7deb-f662-48fa-bc76-4558023d4514,Havelock Island (4),Havelock Island,Andaman,India,island,Tropical island paradise with turquoise waters.,Year-round,16279,9.5,8.8,12.0077,92.9914,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
8bb024de-76f6-4e74-a26a-e0e20b96f435,Vaishno Devi (4),Vaishno Devi,Jammu and Kashmir,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,8636,9.2,7.4,33.0184,74.9201,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
1ffe7c38-c1aa-495b-9150-066fea0c1513,Bodh Gaya (4),Bodh Gaya,Bihar,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,12783,6.4,9.3,24.724,84.9472,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
21854d2f-eb76-492a-b1c1-10954bf1415c,Nalanda (4),Nalanda,Bihar,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,14674,6.9,7.8,25.1099,85.4102,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
f2d86a3a-3a84-4337-8ff0-407515e2b11c,Dehradun (4),Dehradun,Uttarakhand,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,31524,6.5,7.6,30.3456,78.0559,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
da4fcb64-9b08-480c-ba7e-1d92a2aff7e4,Bali (4),Bali,Bali,Indonesia,beach,Stunning coastal destination with golden sands and azure waters.,Nov-Feb,20727,6.9,9.0,-8.306,115.0596,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
a16fde32-0ff1-4a0d-8b78-9460c0e6f11e,Bangkok (4),Bangkok,Bangkok,Thailand,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,20420,8.7,8.3,13.7977,100.4546,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
bdb0a306-9cfb-4a40-9bb7-1aef8d07eb7f,Phuket (4),Phuket,Phuket,Thailand,beach,Stunning coastal destination with golden sands and azure waters.,Apr-Jun,12656,7.8,5.9,7.9292,98.4305,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
f5f46dcb-41ca-4729-8064-a51b0a60f990,Chiang Mai (4),Chiang Mai,Chiang Mai,Thailand,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,27764,6.7,7.4,18.7473,98.9586,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
1cf29eed-eb4e-47d1-974d-1beb7d4ee494,Singapore (4),Singapore,Singapore,Singapore,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,10653,7.6,5.0,1.3939,103.7899,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
6f7a755e-2c27-41cb-9320-03efd77709b4,Kuala Lumpur (4),Kuala Lumpur,KL,Malaysia,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,21165,8.4,9.4,3.1734,101.6693,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
8abf9d97-e0ea-487e-bf46-29fc7f983633,Ho Chi Minh City (4),Ho Chi Minh City,Vietnam,Vietnam,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,14840,7.8,9.4,10.8505,106.6643,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
e6f3563e-e9d3-48bd-b82e-f0b4d02c87b6,Hanoi (4),Hanoi,Hanoi,Vietnam,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,21737,5.8,8.4,21.0447,105.8628,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
21e0b5ed-725a-45f7-9289-7979d163b9c5,Ha Long Bay (4),Ha Long Bay,Quang Ninh,Vietnam,nature,Pristine natural destination with lush landscapes and wildlife.,Apr-Jun,9944,6.8,9.7,20.9333,107.1776,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
08cc9010-fdb0-46a0-b276-c9ef5a488ffa,Siem Reap (4),Siem Reap,Siem Reap,Cambodia,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,16636,6.8,8.4,13.3733,103.8838,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
76124b72-45bc-4514-8b0f-cdc20c31d6ec,Manila (4),Manila,Philippines,Philippines,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,35788,6.9,8.2,14.6309,120.972,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
571dcec0-896a-4ebb-846f-18061157b09e,Palawan (4),Palawan,Palawan,Philippines,island,Tropical island paradise with turquoise waters.,Apr-Jun,23345,6.2,5.0,9.8551,118.7457,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
07f4b443-c1b9-4b9c-a3c9-195d71968bc5,Tokyo (4),Tokyo,Tokyo,Japan,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,11061,6.2,6.5,35.7071,139.6614,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
fc383825-2fcd-480c-83b2-69e983ac9221,Kyoto (4),Kyoto,Kyoto,Japan,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,7705,9.2,5.7,35.0361,135.7419,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
ae4c9fdc-ffe2-4e94-ae2b-8787f1486e08,Osaka (4),Osaka,Osaka,Japan,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,15501,8.0,9.6,34.7259,135.5193,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
6ce57140-161a-413b-b901-7efaf41e8c64,Seoul (4),Seoul,Seoul,South Korea,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,24635,5.5,6.0,37.5858,126.963,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
5e962b61-b450-4e1e-84e8-dbb99c210bcc,Jeju Island (4),Jeju Island,Jeju,South Korea,island,Tropical island paradise with turquoise waters.,Oct-Mar,15083,5.7,7.1,33.4916,126.4978,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
da027907-4af4-4a41-bb62-90ba78452cd9,Beijing (4),Beijing,Beijing,China,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,14078,9.0,6.7,39.8917,116.4403,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
e80ed83e-3acc-4bad-ad7c-1ee4e9752ea3,Shanghai (4),Shanghai,Shanghai,China,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,31330,8.5,6.1,31.2255,121.5036,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2bb27196-abb7-44ac-b0d2-4b5c25aa7eab,Hong Kong (4),Hong Kong,Hong Kong,China,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,19663,5.6,6.3,22.2798,114.1536,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
f0104799-69ae-4731-976b-c94ead816afc,Colombo (4),Colombo,Sri Lanka,Sri Lanka,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,15272,8.4,7.6,6.9669,79.8205,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
c15bf810-7551-4b9d-9404-c627df5e8121,Sigiriya (4),Sigiriya,Sri Lanka,Sri Lanka,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,16053,9.1,8.4,7.9501,80.7757,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
2fc4c3bd-3e7c-456c-b48e-56caaebca658,Kathmandu (4),Kathmandu,Bagmati,Nepal,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,20577,7.2,5.3,27.7003,85.3714,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
f2c98d84-754e-4257-adeb-f7d50733bda4,Pokhara (4),Pokhara,Gandaki,Nepal,nature,Pristine natural destination with lush landscapes and wildlife.,Jul-Sep,16422,7.7,9.4,28.2136,84.0017,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
ec6c0b41-8e88-4e82-a6ae-73cdb329f69b,Dubai (4),Dubai,Dubai,UAE,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,17783,5.9,6.9,25.2098,55.2699,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
3a424e17-c680-4eae-ae79-7a020a119ae8,Abu Dhabi (4),Abu Dhabi,Abu Dhabi,UAE,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,21823,5.5,5.4,24.4863,54.3898,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
48948704-95c9-43ab-9f35-ca0e2e52c4d1,Istanbul (4),Istanbul,Istanbul,Turkey,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,9271,5.9,6.0,41.022,29.0261,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
6378d827-5548-4ea0-a6d3-497053fc9ca6,Cappadocia (4),Cappadocia,Nevsehir,Turkey,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Jul-Sep,11784,6.7,6.9,38.642,34.845,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
7abd6690-610b-4faf-a239-c027bc533aa3,Marrakech (4),Marrakech,Marrakech,Morocco,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,16516,7.7,5.9,31.668,-7.9942,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
cf7aa370-2343-4844-93f1-2c664018e48d,Cairo (4),Cairo,Cairo,Egypt,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,6731,6.6,7.2,30.017,31.2126,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
5612553a-f316-4425-b105-2f9e7f07121e,Petra (4),Petra,Jordan,Jordan,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,8476,8.5,8.2,30.2871,35.4288,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
934592e8-52fa-4e6c-bad7-d4d79ffa51ad,Paris (4),Paris,France,France,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,23565,9.4,7.8,48.862,2.3863,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
83536607-6f2b-401c-8a4f-2c139770667b,Rome (4),Rome,Lazio,Italy,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,12858,9.4,8.3,41.9464,12.5037,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
